frame,hp_p1,hp_p2,x_p1,x_p2,distance,action_id
1210097,15.0,79.0,456.0,536.0,80.0,9
1210098,15.0,79.0,456.0,536.0,80.0,9
1210099,13.0,79.0,456.0,536.0,80.0,9
1210100,6.0,79.0,456.0,536.0,80.0,0
1210101,4.0,79.0,456.0,536.0,80.0,9
1210102,4.0,79.0,456.0,536.0,80.0,9
1210103,1.0,76.0,456.0,536.0,80.0,5
1210104,1.0,76.0,456.0,536.0,80.0,9
1210105,1.0,76.0,456.0,536.0,80.0,9
1210106,0.0,76.0,456.0,536.0,80.0,9
1220000,100.0,100.0,200.0,752.0,552.0,3
1220001,100.0,100.0,208.0,744.0,536.0,2
1220002,100.0,100.0,216.0,736.0,520.0,2
1220003,100.0,100.0,224.0,728.0,504.0,2
1220004,100.0,100.0,232.0,720.0,488.0,2
1220005,100.0,100.0,240.0,712.0,472.0,2
1220006,100.0,100.0,240.0,704.0,464.0,3
1220007,100.0,100.0,240.0,696.0,456.0,0
1220008,100.0,100.0,248.0,688.0,440.0,2
1220009,100.0,100.0,248.0,680.0,432.0,0
1220010,100.0,100.0,256.0,672.0,416.0,2
1220011,100.0,100.0,264.0,664.0,400.0,2
1220012,100.0,100.0,264.0,656.0,392.0,3
1220013,100.0,100.0,264.0,648.0,384.0,0
1220014,100.0,100.0,272.0,640.0,368.0,2
1220015,100.0,100.0,280.0,632.0,352.0,2
1220016,100.0,100.0,280.0,624.0,344.0,0
1220017,100.0,100.0,280.0,616.0,336.0,3
1220018,100.0,100.0,280.0,608.0,328.0,3
1220019,100.0,100.0,288.0,600.0,312.0,2
1220020,100.0,100.0,288.0,592.0,304.0,3
1220021,100.0,100.0,288.0,584.0,296.0,3
1220022,100.0,100.0,296.0,576.0,280.0,2
1220023,100.0,100.0,296.0,568.0,272.0,0
1220024,100.0,100.0,304.0,560.0,256.0,2
1220025,100.0,100.0,312.0,552.0,240.0,2
1220026,100.0,100.0,320.0,544.0,224.0,2
1220027,100.0,100.0,320.0,536.0,216.0,0
1220028,100.0,100.0,328.0,528.0,200.0,2
1220029,100.0,100.0,336.0,528.0,192.0,2
1220030,100.0,100.0,344.0,536.0,192.0,2
1220031,100.0,100.0,352.0,544.0,192.0,2
1220032,100.0,100.0,360.0,544.0,184.0,2
1220033,100.0,100.0,368.0,552.0,184.0,2
1220034,100.0,100.0,376.0,552.0,176.0,2
1220035,100.0,100.0,384.0,552.0,168.0,2
1220036,100.0,100.0,392.0,544.0,152.0,2
1220037,100.0,100.0,400.0,536.0,136.0,2
1220038,100.0,100.0,400.0,528.0,128.0,3
1220039,100.0,100.0,408.0,528.0,120.0,2
1220040,100.0,100.0,416.0,536.0,120.0,2
1220041,100.0,100.0,416.0,536.0,120.0,3
1220042,100.0,100.0,416.0,544.0,128.0,8
1220043,100.0,100.0,424.0,552.0,128.0,2
1220044,100.0,100.0,432.0,544.0,112.0,2
1220045,100.0,100.0,432.0,552.0,120.0,3
1220046,100.0,100.0,440.0,560.0,120.0,2
1220047,100.0,100.0,440.0,568.0,128.0,3
1220048,100.0,100.0,448.0,560.0,112.0,2
1220049,100.0,100.0,456.0,568.0,112.0,2
1220050,100.0,100.0,456.0,576.0,120.0,8
1220051,100.0,100.0,464.0,568.0,104.0,2
1220052,100.0,100.0,464.0,576.0,112.0,7
1220053,100.0,100.0,464.0,576.0,112.0,8
1220054,100.0,100.0,472.0,584.0,112.0,2
1220055,100.0,100.0,472.0,584.0,112.0,7
1220056,100.0,100.0,472.0,592.0,120.0,5
1220057,100.0,100.0,480.0,600.0,120.0,2
1220058,100.0,100.0,480.0,608.0,128.0,8
1220059,100.0,100.0,480.0,600.0,120.0,8
1220060,100.0,100.0,488.0,608.0,120.0,2
1220061,100.0,100.0,496.0,600.0,104.0,2
1220062,100.0,100.0,496.0,600.0,104.0,8
1220063,100.0,100.0,496.0,600.0,104.0,3
1220064,100.0,100.0,504.0,608.0,104.0,2
1220065,100.0,100.0,504.0,600.0,96.0,3
1220066,100.0,100.0,512.0,608.0,96.0,2
1220067,100.0,100.0,520.0,616.0,96.0,2
1220068,100.0,100.0,520.0,616.0,96.0,6
1220069,93.0,100.0,528.0,616.0,88.0,2
1220070,93.0,100.0,528.0,624.0,96.0,5
1220071,93.0,100.0,528.0,624.0,96.0,7
1220072,86.0,100.0,536.0,624.0,88.0,2
1220073,86.0,100.0,536.0,616.0,80.0,9
1220074,86.0,100.0,536.0,616.0,80.0,9
1220075,79.0,100.0,536.0,616.0,80.0,0
1220076,76.0,100.0,536.0,616.0,80.0,0
1220077,74.0,100.0,536.0,616.0,80.0,9
1220078,67.0,97.0,536.0,616.0,80.0,5
1220079,67.0,97.0,536.0,616.0,80.0,9
1220080,65.0,97.0,536.0,616.0,80.0,9
1220081,63.0,97.0,536.0,616.0,80.0,9
1220082,60.0,97.0,536.0,616.0,80.0,0
1220083,60.0,97.0,536.0,616.0,80.0,9
1220084,60.0,97.0,536.0,616.0,80.0,9
1220085,53.0,94.0,536.0,616.0,80.0,5
1220086,51.0,94.0,536.0,616.0,80.0,9
1220087,49.0,94.0,536.0,616.0,80.0,9
1220088,42.0,91.0,536.0,616.0,80.0,5
1220089,42.0,91.0,536.0,616.0,80.0,9
1220090,40.0,91.0,536.0,616.0,80.0,9
1220091,33.0,88.0,536.0,616.0,80.0,5
1220092,31.0,88.0,536.0,616.0,80.0,9
1220093,31.0,88.0,536.0,616.0,80.0,9
1220094,29.0,88.0,536.0,616.0,80.0,9
1220095,22.0,85.0,536.0,616.0,80.0,5
1220096,15.0,82.0,536.0,616.0,80.0,5
1220097,13.0,82.0,536.0,616.0,80.0,9
1220098,11.0,82.0,536.0,616.0,80.0,9
1220099,4.0,82.0,536.0,616.0,80.0,0
1220100,0.0,82.0,536.0,616.0,80.0,3
1230000,100.0,100.0,208.0,752.0,544.0,2
1230001,100.0,100.0,216.0,744.0,528.0,2
1230002,100.0,100.0,224.0,736.0,512.0,2
1230003,100.0,100.0,224.0,728.0,504.0,3
1230004,100.0,100.0,232.0,720.0,488.0,2
1230005,100.0,100.0,240.0,712.0,472.0,2
1230006,100.0,100.0,240.0,704.0,464.0,3
1230007,100.0,100.0,248.0,696.0,448.0,2
1230008,100.0,100.0,256.0,688.0,432.0,2
1230009,100.0,100.0,264.0,680.0,416.0,2
1230010,100.0,100.0,272.0,672.0,400.0,2
1230011,100.0,100.0,280.0,664.0,384.0,2
1230012,100.0,100.0,288.0,656.0,368.0,2
1230013,100.0,100.0,296.0,648.0,352.0,2
1230014,100.0,100.0,296.0,640.0,344.0,0
1230015,100.0,100.0,304.0,632.0,328.0,2
1230016,100.0,100.0,312.0,624.0,312.0,2
1230017,100.0,100.0,320.0,616.0,296.0,2
1230018,100.0,100.0,320.0,608.0,288.0,3
1230019,100.0,100.0,328.0,600.0,272.0,2
1230020,100.0,100.0,336.0,592.0,256.0,2
1230021,100.0,100.0,344.0,584.0,240.0,2
1230022,100.0,100.0,352.0,576.0,224.0,2
1230023,100.0,100.0,360.0,568.0,208.0,2
1230024,100.0,100.0,368.0,560.0,192.0,2
1230025,100.0,100.0,376.0,552.0,176.0,2
1230026,100.0,100.0,384.0,544.0,160.0,2
1230027,100.0,100.0,392.0,552.0,160.0,2
1230028,100.0,100.0,392.0,552.0,160.0,8
1230029,100.0,100.0,400.0,552.0,152.0,2
1230030,100.0,100.0,408.0,560.0,152.0,2
1230031,100.0,100.0,408.0,560.0,152.0,3
1230032,100.0,100.0,416.0,552.0,136.0,2
1230033,100.0,100.0,416.0,560.0,144.0,3
1230034,100.0,100.0,424.0,568.0,144.0,2
1230035,100.0,100.0,424.0,560.0,136.0,3
1230036,100.0,100.0,432.0,552.0,120.0,2
1230037,100.0,100.0,440.0,552.0,112.0,2
1230038,100.0,100.0,440.0,560.0,120.0,5
1230039,100.0,100.0,448.0,568.0,120.0,2
1230040,100.0,100.0,448.0,568.0,120.0,5
1230041,100.0,100.0,456.0,568.0,112.0,2
1230042,100.0,100.0,456.0,560.0,104.0,8
1230043,100.0,100.0,464.0,552.0,88.0,2
1230044,100.0,100.0,464.0,560.0,96.0,6
1230045,100.0,100.0,472.0,552.0,80.0,2
1230046,97.0,97.0,472.0,552.0,80.0,5
1230047,90.0,97.0,472.0,552.0,80.0,0
1230048,88.0,97.0,472.0,552.0,80.0,9
1230049,86.0,97.0,472.0,552.0,80.0,9
1230050,83.0,94.0,472.0,552.0,80.0,5
1230051,83.0,94.0,472.0,552.0,80.0,9
1230052,80.0,91.0,472.0,552.0,80.0,5
1230053,78.0,91.0,472.0,552.0,80.0,9
1230054,78.0,91.0,472.0,552.0,80.0,9
1230055,75.0,91.0,472.0,552.0,80.0,0
1230056,72.0,88.0,472.0,552.0,80.0,5
1230057,65.0,85.0,472.0,552.0,80.0,5
1230058,63.0,85.0,472.0,552.0,80.0,9
1230059,56.0,82.0,472.0,552.0,80.0,5
1230060,56.0,82.0,472.0,552.0,80.0,9
1230061,56.0,82.0,472.0,552.0,80.0,9
1230062,54.0,82.0,472.0,552.0,80.0,9
1230063,54.0,82.0,472.0,552.0,80.0,9
1230064,52.0,82.0,472.0,552.0,80.0,9
1230065,49.0,82.0,472.0,552.0,80.0,0
1230066,49.0,82.0,472.0,552.0,80.0,9
1230067,46.0,82.0,472.0,552.0,80.0,0
1230068,44.0,82.0,472.0,552.0,80.0,9
1230069,42.0,82.0,472.0,552.0,80.0,9
1230070,40.0,82.0,472.0,552.0,80.0,9
1230071,38.0,82.0,472.0,552.0,80.0,9
1230072,31.0,79.0,472.0,552.0,80.0,5
1230073,29.0,79.0,472.0,552.0,80.0,9
1230074,27.0,79.0,472.0,552.0,80.0,9
1230075,24.0,79.0,472.0,552.0,80.0,0
1230076,22.0,79.0,472.0,552.0,80.0,9
1230077,15.0,79.0,472.0,552.0,80.0,0
1230078,15.0,79.0,472.0,552.0,80.0,9
1230079,13.0,79.0,472.0,552.0,80.0,9
1230080,6.0,79.0,472.0,552.0,80.0,0
1230081,0.0,76.0,472.0,552.0,80.0,5
1240000,100.0,100.0,200.0,752.0,552.0,0
1240001,100.0,100.0,208.0,744.0,536.0,2
1240002,100.0,100.0,216.0,736.0,520.0,2
1240003,100.0,100.0,224.0,728.0,504.0,2
1240004,100.0,100.0,232.0,720.0,488.0,2
1240005,100.0,100.0,240.0,712.0,472.0,2
1240006,100.0,100.0,248.0,704.0,456.0,2
1240007,100.0,100.0,256.0,696.0,440.0,2
1240008,100.0,100.0,264.0,688.0,424.0,2
1240009,100.0,100.0,264.0,680.0,416.0,3
1240010,100.0,100.0,272.0,672.0,400.0,2
1240011,100.0,100.0,272.0,664.0,392.0,0
1240012,100.0,100.0,272.0,656.0,384.0,3
1240013,100.0,100.0,272.0,648.0,376.0,3
1240014,100.0,100.0,280.0,640.0,360.0,2
1240015,100.0,100.0,280.0,632.0,352.0,3
1240016,100.0,100.0,288.0,624.0,336.0,2
1240017,100.0,100.0,296.0,616.0,320.0,2
1240018,100.0,100.0,304.0,608.0,304.0,2
1240019,100.0,100.0,304.0,600.0,296.0,3
1240020,100.0,100.0,312.0,592.0,280.0,2
1240021,100.0,100.0,320.0,584.0,264.0,2
1240022,100.0,100.0,328.0,576.0,248.0,2
1240023,100.0,100.0,328.0,568.0,240.0,3
1240024,100.0,100.0,336.0,560.0,224.0,2
1240025,100.0,100.0,344.0,552.0,208.0,2
1240026,100.0,100.0,352.0,544.0,192.0,2
1240027,100.0,100.0,352.0,552.0,200.0,3
1240028,100.0,100.0,360.0,552.0,192.0,2
1240029,100.0,100.0,368.0,560.0,192.0,2
1240030,100.0,100.0,376.0,552.0,176.0,2
1240031,100.0,100.0,384.0,560.0,176.0,2
1240032,100.0,100.0,392.0,552.0,160.0,2
1240033,100.0,100.0,392.0,552.0,160.0,5
1240034,100.0,100.0,400.0,544.0,144.0,2
1240035,100.0,100.0,408.0,552.0,144.0,2
1240036,100.0,100.0,416.0,560.0,144.0,2
1240037,100.0,100.0,416.0,552.0,136.0,8
1240038,100.0,100.0,416.0,552.0,136.0,7
1240039,100.0,100.0,416.0,544.0,128.0,8
1240040,100.0,100.0,416.0,552.0,136.0,3
1240041,100.0,100.0,416.0,552.0,136.0,8
1240042,100.0,100.0,424.0,544.0,120.0,2
1240043,100.0,100.0,424.0,544.0,120.0,8
1240044,100.0,100.0,432.0,544.0,112.0,2
1240045,100.0,100.0,440.0,552.0,112.0,2
1240046,100.0,100.0,440.0,544.0,104.0,7
1240047,100.0,100.0,448.0,536.0,88.0,2
1240048,98.0,100.0,448.0,536.0,88.0,9
1240049,96.0,100.0,448.0,536.0,88.0,9
1240050,94.0,100.0,448.0,536.0,88.0,9
1240051,92.0,100.0,448.0,536.0,88.0,9
1240052,92.0,100.0,448.0,544.0,96.0,5
1240053,92.0,93.0,448.0,536.0,88.0,8
1240054,92.0,86.0,448.0,528.0,80.0,6
1240055,90.0,86.0,448.0,528.0,80.0,9
1240056,88.0,86.0,448.0,528.0,80.0,9
1240057,86.0,86.0,448.0,528.0,80.0,9
1240058,84.0,86.0,448.0,528.0,80.0,9
1240059,81.0,86.0,448.0,528.0,80.0,0
1240060,81.0,86.0,448.0,528.0,80.0,9
1240061,79.0,86.0,448.0,528.0,80.0,9
1240062,76.0,86.0,448.0,528.0,80.0,3
1240063,76.0,86.0,448.0,528.0,80.0,9
1240064,69.0,86.0,448.0,528.0,80.0,0
1240065,69.0,86.0,448.0,528.0,80.0,9
1240066,67.0,86.0,448.0,528.0,80.0,9
1240067,67.0,86.0,448.0,528.0,80.0,9
1240068,65.0,86.0,448.0,528.0,80.0,9
1240069,63.0,86.0,448.0,528.0,80.0,9
1240070,61.0,86.0,448.0,528.0,80.0,9
1240071,59.0,86.0,448.0,528.0,80.0,9
1240072,59.0,86.0,448.0,528.0,80.0,9
1240073,56.0,86.0,448.0,528.0,80.0,3
1240074,53.0,86.0,448.0,528.0,80.0,0
1240075,53.0,86.0,448.0,528.0,80.0,9
1240076,53.0,86.0,448.0,528.0,80.0,9
1240077,51.0,86.0,448.0,528.0,80.0,9
1240078,44.0,86.0,448.0,528.0,80.0,0
1240079,37.0,86.0,448.0,528.0,80.0,0
1240080,37.0,86.0,448.0,528.0,80.0,9
1240081,37.0,86.0,448.0,528.0,80.0,9
1240082,35.0,86.0,448.0,528.0,80.0,9
1240083,33.0,86.0,448.0,528.0,80.0,9
1240084,31.0,86.0,448.0,528.0,80.0,9
1240085,29.0,86.0,448.0,528.0,80.0,9
1240086,29.0,86.0,448.0,528.0,80.0,9
1240087,26.0,83.0,448.0,528.0,80.0,5
1240088,19.0,80.0,448.0,528.0,80.0,5
1240089,19.0,80.0,448.0,528.0,80.0,9
1240090,19.0,80.0,448.0,528.0,80.0,9
1240091,19.0,80.0,448.0,528.0,80.0,9
1240092,12.0,77.0,448.0,528.0,80.0,5
1240093,9.0,77.0,448.0,528.0,80.0,3
1240094,2.0,74.0,448.0,528.0,80.0,5
1240095,0.0,74.0,448.0,528.0,80.0,0
1250000,100.0,100.0,208.0,752.0,544.0,2
1250001,100.0,100.0,208.0,744.0,536.0,0
1250002,100.0,100.0,216.0,736.0,520.0,2
1250003,100.0,100.0,224.0,728.0,504.0,2
1250004,100.0,100.0,232.0,720.0,488.0,2
1250005,100.0,100.0,240.0,712.0,472.0,2
1250006,100.0,100.0,248.0,704.0,456.0,2
1250007,100.0,100.0,256.0,696.0,440.0,2
1250008,100.0,100.0,264.0,688.0,424.0,2
1250009,100.0,100.0,264.0,680.0,416.0,0
1250010,100.0,100.0,272.0,672.0,400.0,2
1250011,100.0,100.0,280.0,664.0,384.0,2
1250012,100.0,100.0,288.0,656.0,368.0,2
1250013,100.0,100.0,296.0,648.0,352.0,2
1250014,100.0,100.0,304.0,640.0,336.0,2
1250015,100.0,100.0,312.0,632.0,320.0,2
1250016,100.0,100.0,312.0,624.0,312.0,3
1250017,100.0,100.0,320.0,616.0,296.0,2
1250018,100.0,100.0,320.0,608.0,288.0,3
1250019,100.0,100.0,328.0,600.0,272.0,2
1250020,100.0,100.0,336.0,592.0,256.0,2
1250021,100.0,100.0,344.0,584.0,240.0,2
1250022,100.0,100.0,352.0,576.0,224.0,2
1250023,100.0,100.0,360.0,568.0,208.0,2
1250024,100.0,100.0,360.0,560.0,200.0,0
1250025,100.0,100.0,368.0,552.0,184.0,2
1250026,100.0,100.0,368.0,560.0,192.0,3
1250027,100.0,100.0,376.0,568.0,192.0,2
1250028,100.0,100.0,384.0,560.0,176.0,2
1250029,100.0,100.0,392.0,560.0,168.0,2
1250030,100.0,100.0,392.0,568.0,176.0,7
1250031,100.0,100.0,392.0,560.0,168.0,8
1250032,100.0,100.0,392.0,568.0,176.0,7
1250033,100.0,100.0,392.0,560.0,168.0,5
1250034,100.0,100.0,392.0,560.0,168.0,7
1250035,100.0,100.0,392.0,568.0,176.0,5
1250036,100.0,100.0,400.0,568.0,168.0,2
1250037,100.0,100.0,408.0,576.0,168.0,2
1250038,100.0,100.0,408.0,576.0,168.0,3
1250039,100.0,100.0,416.0,568.0,152.0,2
1250040,100.0,100.0,416.0,560.0,144.0,3
1250041,100.0,100.0,424.0,560.0,136.0,2
1250042,100.0,100.0,432.0,568.0,136.0,2
1250043,100.0,100.0,440.0,568.0,128.0,2
1250044,100.0,100.0,440.0,576.0,136.0,8
1250045,100.0,100.0,448.0,568.0,120.0,2
1250046,100.0,100.0,448.0,576.0,128.0,8
1250047,100.0,100.0,456.0,584.0,128.0,2
1250048,100.0,100.0,456.0,576.0,120.0,8
1250049,100.0,100.0,456.0,584.0,128.0,3
1250050,100.0,100.0,464.0,592.0,128.0,2
1250051,100.0,100.0,464.0,600.0,136.0,7
1250052,100.0,100.0,464.0,592.0,128.0,3
1250053,100.0,100.0,472.0,592.0,120.0,2
1250054,100.0,100.0,472.0,592.0,120.0,3
1250055,100.0,100.0,480.0,600.0,120.0,2
1250056,100.0,100.0,480.0,600.0,120.0,5
1250057,100.0,100.0,488.0,600.0,112.0,2
1250058,100.0,100.0,496.0,600.0,104.0,2
1250059,100.0,100.0,504.0,600.0,96.0,2
1250060,93.0,100.0,512.0,600.0,88.0,2
1250061,93.0,93.0,512.0,592.0,80.0,6
1250062,93.0,93.0,512.0,592.0,80.0,9
1250063,86.0,90.0,512.0,592.0,80.0,5
1250064,84.0,90.0,512.0,592.0,80.0,9
1250065,82.0,90.0,512.0,592.0,80.0,9
1250066,82.0,90.0,512.0,592.0,80.0,9
1250067,75.0,90.0,512.0,592.0,80.0,0
1250068,75.0,90.0,512.0,592.0,80.0,9
1250069,73.0,90.0,512.0,592.0,80.0,9
1250070,73.0,90.0,512.0,592.0,80.0,9
1250071,71.0,90.0,512.0,592.0,80.0,9
1250072,71.0,90.0,512.0,592.0,80.0,9
1250073,71.0,90.0,512.0,592.0,80.0,9
1250074,69.0,90.0,512.0,592.0,80.0,9
1250075,66.0,90.0,512.0,592.0,80.0,0
1250076,59.0,87.0,512.0,592.0,80.0,5
1250077,57.0,87.0,512.0,592.0,80.0,9
1250078,57.0,87.0,512.0,592.0,80.0,9
1250079,55.0,87.0,512.0,592.0,80.0,9
1250080,55.0,87.0,512.0,592.0,80.0,9
1250081,55.0,87.0,512.0,592.0,80.0,9
1250082,55.0,87.0,512.0,592.0,80.0,9
1250083,55.0,87.0,512.0,592.0,80.0,9
1250084,53.0,87.0,512.0,592.0,80.0,9
1250085,51.0,87.0,512.0,592.0,80.0,9
1250086,49.0,87.0,512.0,592.0,80.0,9
1250087,49.0,87.0,512.0,592.0,80.0,9
1250088,46.0,84.0,512.0,592.0,80.0,5
1250089,44.0,84.0,512.0,592.0,80.0,9
1250090,41.0,81.0,512.0,592.0,80.0,5
1250091,41.0,81.0,512.0,592.0,80.0,9
1250092,39.0,81.0,512.0,592.0,80.0,9
1250093,32.0,78.0,512.0,592.0,80.0,5
1250094,29.0,78.0,512.0,592.0,80.0,0
1250095,27.0,78.0,512.0,592.0,80.0,9
1250096,25.0,78.0,512.0,592.0,80.0,9
1250097,23.0,78.0,512.0,592.0,80.0,9
1250098,21.0,78.0,512.0,592.0,80.0,9
1250099,19.0,78.0,512.0,592.0,80.0,9
1250100,19.0,78.0,512.0,592.0,80.0,9
1250101,17.0,78.0,512.0,592.0,80.0,9
1250102,15.0,78.0,512.0,592.0,80.0,9
1250103,15.0,78.0,512.0,592.0,80.0,9
1250104,15.0,78.0,512.0,592.0,80.0,9
1250105,15.0,78.0,512.0,592.0,80.0,9
1250106,15.0,78.0,512.0,592.0,80.0,9
1250107,15.0,78.0,512.0,592.0,80.0,9
1250108,13.0,78.0,512.0,592.0,80.0,9
1250109,11.0,78.0,512.0,592.0,80.0,9
1250110,11.0,78.0,512.0,592.0,80.0,9
1250111,9.0,78.0,512.0,592.0,80.0,9
1250112,7.0,78.0,512.0,592.0,80.0,9
1250113,5.0,78.0,512.0,592.0,80.0,9
1250114,0.0,78.0,512.0,592.0,80.0,0
1260000,100.0,100.0,208.0,752.0,544.0,2
1260001,100.0,100.0,216.0,744.0,528.0,2
1260002,100.0,100.0,224.0,736.0,512.0,2
1260003,100.0,100.0,232.0,728.0,496.0,2
1260004,100.0,100.0,232.0,720.0,488.0,0
1260005,100.0,100.0,232.0,712.0,480.0,0
1260006,100.0,100.0,240.0,704.0,464.0,2
1260007,100.0,100.0,248.0,696.0,448.0,2
1260008,100.0,100.0,248.0,688.0,440.0,0
1260009,100.0,100.0,256.0,680.0,424.0,2
1260010,100.0,100.0,264.0,672.0,408.0,2
1260011,100.0,100.0,264.0,664.0,400.0,0
1260012,100.0,100.0,272.0,656.0,384.0,2
1260013,100.0,100.0,272.0,648.0,376.0,3
1260014,100.0,100.0,280.0,640.0,360.0,2
1260015,100.0,100.0,288.0,632.0,344.0,2
1260016,100.0,100.0,296.0,624.0,328.0,2
1260017,100.0,100.0,304.0,616.0,312.0,2
1260018,100.0,100.0,304.0,608.0,304.0,0
1260019,100.0,100.0,312.0,600.0,288.0,2
1260020,100.0,100.0,320.0,592.0,272.0,2
1260021,100.0,100.0,328.0,584.0,256.0,2
1260022,100.0,100.0,336.0,576.0,240.0,2
1260023,100.0,100.0,344.0,568.0,224.0,2
1260024,100.0,100.0,352.0,560.0,208.0,2
1260025,100.0,100.0,360.0,552.0,192.0,2
1260026,100.0,100.0,360.0,560.0,200.0,3
1260027,100.0,100.0,368.0,560.0,192.0,2
1260028,100.0,100.0,376.0,552.0,176.0,2
1260029,100.0,100.0,376.0,560.0,184.0,5
1260030,100.0,100.0,384.0,568.0,184.0,2
1260031,100.0,100.0,392.0,568.0,176.0,2
1260032,100.0,100.0,392.0,576.0,184.0,7
1260033,100.0,100.0,400.0,568.0,168.0,2
1260034,100.0,100.0,408.0,560.0,152.0,2
1260035,100.0,100.0,408.0,560.0,152.0,8
1260036,100.0,100.0,416.0,552.0,136.0,2
1260037,100.0,100.0,424.0,560.0,136.0,2
1260038,100.0,100.0,424.0,552.0,128.0,7
1260039,100.0,100.0,432.0,544.0,112.0,2
1260040,100.0,100.0,432.0,552.0,120.0,8
1260041,100.0,100.0,440.0,560.0,120.0,2
1260042,100.0,100.0,448.0,568.0,120.0,2
1260043,100.0,100.0,448.0,576.0,128.0,5
1260044,100.0,100.0,448.0,568.0,120.0,6
1260045,100.0,100.0,448.0,576.0,128.0,5
1260046,100.0,100.0,448.0,568.0,120.0,5
1260047,100.0,100.0,448.0,560.0,112.0,3
1260048,100.0,100.0,456.0,568.0,112.0,2
1260049,100.0,100.0,456.0,576.0,120.0,8
1260050,100.0,100.0,464.0,568.0,104.0,2
1260051,100.0,100.0,464.0,560.0,96.0,8
1260052,100.0,100.0,472.0,552.0,80.0,2
1260053,100.0,100.0,472.0,552.0,80.0,9
1260054,97.0,97.0,472.0,552.0,80.0,5
1260055,95.0,97.0,472.0,552.0,80.0,9
1260056,95.0,97.0,472.0,552.0,80.0,9
1260057,92.0,97.0,472.0,552.0,80.0,3
1260058,89.0,97.0,472.0,552.0,80.0,3
1260059,86.0,97.0,472.0,552.0,80.0,0
1260060,86.0,97.0,472.0,552.0,80.0,9
1260061,79.0,97.0,472.0,552.0,80.0,0
1260062,77.0,97.0,472.0,552.0,80.0,9
1260063,77.0,97.0,472.0,552.0,80.0,9
1260064,77.0,97.0,472.0,552.0,80.0,9
1260065,75.0,97.0,472.0,552.0,80.0,9
1260066,72.0,97.0,472.0,552.0,80.0,3
1260067,65.0,94.0,472.0,552.0,80.0,5
1260068,58.0,91.0,472.0,552.0,80.0,5
1260069,51.0,88.0,472.0,552.0,80.0,5
1260070,49.0,88.0,472.0,552.0,80.0,9
1260071,49.0,88.0,472.0,552.0,80.0,9
1260072,49.0,88.0,472.0,552.0,80.0,9
1260073,49.0,88.0,472.0,552.0,80.0,9
1260074,47.0,88.0,472.0,552.0,80.0,9
1260075,40.0,85.0,472.0,552.0,80.0,5
1260076,38.0,85.0,472.0,552.0,80.0,9
1260077,38.0,85.0,472.0,552.0,80.0,9
1260078,38.0,85.0,472.0,552.0,80.0,9
1260079,36.0,85.0,472.0,552.0,80.0,9
1260080,36.0,85.0,472.0,552.0,80.0,9
1260081,36.0,85.0,472.0,552.0,80.0,9
1260082,33.0,85.0,472.0,552.0,80.0,0
1260083,31.0,85.0,472.0,552.0,80.0,9
1260084,29.0,85.0,472.0,552.0,80.0,9
1260085,22.0,85.0,472.0,552.0,80.0,0
1260086,22.0,85.0,472.0,552.0,80.0,9
1260087,19.0,82.0,472.0,552.0,80.0,5
1260088,17.0,82.0,472.0,552.0,80.0,9
1260089,17.0,82.0,472.0,552.0,80.0,9
1260090,15.0,82.0,472.0,552.0,80.0,9
1260091,13.0,82.0,472.0,552.0,80.0,9
1260092,13.0,82.0,472.0,552.0,80.0,9
1260093,13.0,82.0,472.0,552.0,80.0,9
1260094,13.0,82.0,472.0,552.0,80.0,9
1260095,13.0,82.0,472.0,552.0,80.0,9
1260096,13.0,82.0,472.0,552.0,80.0,9
1260097,11.0,82.0,472.0,552.0,80.0,9
1260098,9.0,82.0,472.0,552.0,80.0,9
1260099,7.0,82.0,472.0,552.0,80.0,9
1260100,0.0,82.0,472.0,552.0,80.0,0
1270000,100.0,100.0,208.0,752.0,544.0,2
1270001,100.0,100.0,216.0,744.0,528.0,2
1270002,100.0,100.0,224.0,736.0,512.0,2
1270003,100.0,100.0,224.0,728.0,504.0,3
1270004,100.0,100.0,232.0,720.0,488.0,2
1270005,100.0,100.0,240.0,712.0,472.0,2
1270006,100.0,100.0,248.0,704.0,456.0,2
1270007,100.0,100.0,256.0,696.0,440.0,2
1270008,100.0,100.0,256.0,688.0,432.0,3
1270009,100.0,100.0,264.0,680.0,416.0,2
1270010,100.0,100.0,272.0,672.0,400.0,2
1270011,100.0,100.0,280.0,664.0,384.0,2
1270012,100.0,100.0,288.0,656.0,368.0,2
1270013,100.0,100.0,296.0,648.0,352.0,2
1270014,100.0,100.0,296.0,640.0,344.0,3
1270015,100.0,100.0,304.0,632.0,328.0,2
1270016,100.0,100.0,304.0,624.0,320.0,3
1270017,100.0,100.0,312.0,616.0,304.0,2
1270018,100.0,100.0,320.0,608.0,288.0,2
1270019,100.0,100.0,328.0,600.0,272.0,2
1270020,100.0,100.0,328.0,592.0,264.0,3
1270021,100.0,100.0,336.0,584.0,248.0,2
1270022,100.0,100.0,344.0,576.0,232.0,2
1270023,100.0,100.0,344.0,568.0,224.0,3
1270024,100.0,100.0,352.0,560.0,208.0,2
1270025,100.0,100.0,352.0,552.0,200.0,3
1270026,100.0,100.0,360.0,552.0,192.0,2
1270027,100.0,100.0,368.0,552.0,184.0,2
1270028,100.0,100.0,376.0,560.0,184.0,2
1270029,100.0,100.0,384.0,552.0,168.0,2
1270030,100.0,100.0,392.0,544.0,152.0,2
1270031,100.0,100.0,400.0,536.0,136.0,2
